student_id,semester,course_code,course_name,credits,course_category,marks,attendance_percent,grade,grade_point,status,attempt_number
STU0123,1,CSE 5A,Introduction to Programming I,4,core,82,91,A-,3.7,completed,1
STU0123,1,MATH 18,Linear Algebra,4,math,84,100,A-,3.7,completed,1
STU0123,1,MATH 20A,Calculus for Science and Engineering,4,math,93,89,A+,4.0,completed,1
STU0123,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,90,82,A+,4.0,completed,1
STU0123,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,79,84,B+,3.3,completed,1
STU0123,2,CSE 20,Discrete Mathematics,4,math,98,92,A+,4.0,completed,1
STU0123,2,CSE 21,Mathematics for Algorithms and Systems,4,core,82,74,A-,3.7,completed,1
STU0123,2,MATH 20B,Calculus for Science and Engineering,4,math,80,90,A-,3.7,completed,1
STU0123,3,CSE 100,Advanced Data Structures,4,core,85,87,A,4.0,current,1
STU0123,3,CSE 30,Computer Organization and Systems Programming,4,core,86,86,A,4.0,current,1
STU0123,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,81,92,A-,3.7,current,1
STU0123,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,63,93,C+,2.3,current,1
STU0124,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,81,93,A-,3.7,completed,1
STU0124,1,CSE 5A,Introduction to Programming I,4,core,95,88,A+,4.0,completed,1
STU0124,1,MATH 18,Linear Algebra,4,math,98,78,A+,4.0,completed,1
STU0124,1,MATH 20A,Calculus for Science and Engineering,4,math,76,76,B+,3.3,completed,1
STU0124,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,81,87,A-,3.7,completed,1
STU0124,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,73,87,B,3.0,completed,1
STU0124,2,CSE 20,Discrete Mathematics,4,math,72,95,B,3.0,completed,1
STU0124,2,CSE 21,Mathematics for Algorithms and Systems,4,core,75,83,B+,3.3,completed,1
STU0124,2,MATH 20B,Calculus for Science and Engineering,4,math,93,89,A+,4.0,completed,1
STU0124,3,CSE 100,Advanced Data Structures,4,core,85,86,A,4.0,completed,1
STU0124,3,CSE 30,Computer Organization and Systems Programming,4,core,75,100,B+,3.3,completed,1
STU0124,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,92,85,A+,4.0,completed,1
STU0124,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,85,82,A,4.0,completed,1
STU0124,4,CSE 101,Design and Analysis of Algorithms,4,core,80,73,A-,3.7,current,1
STU0124,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,82,98,A-,3.7,current,1
STU0124,4,CSE 110,Software Engineering,4,core,79,99,B+,3.3,current,1
STU0124,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,93,85,A+,4.0,current,1
STU0125,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,67,84,B-,2.7,completed,1
STU0125,1,CSE 5A,Introduction to Programming I,4,core,78,94,B+,3.3,completed,1
STU0125,1,MATH 18,Linear Algebra,4,math,66,82,B-,2.7,completed,1
STU0125,1,MATH 20A,Calculus for Science and Engineering,4,math,80,95,A-,3.7,completed,1
STU0125,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,82,100,A-,3.7,completed,1
STU0125,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,89,82,A,4.0,completed,1
STU0125,2,CSE 20,Discrete Mathematics,4,math,75,90,B+,3.3,completed,1
STU0125,2,CSE 21,Mathematics for Algorithms and Systems,4,core,85,82,A,4.0,completed,1
STU0125,2,MATH 20B,Calculus for Science and Engineering,4,math,90,74,A+,4.0,completed,1
STU0125,3,CSE 100,Advanced Data Structures,4,core,69,85,B-,2.7,completed,1
STU0125,3,CSE 30,Computer Organization and Systems Programming,4,core,66,59,B-,2.7,completed,1
STU0125,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,95,84,A+,4.0,completed,1
STU0125,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,94,66,A+,4.0,completed,1
STU0125,4,CSE 101,Design and Analysis of Algorithms,4,core,78,76,B+,3.3,completed,1
STU0125,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,82,91,A-,3.7,completed,1
STU0125,4,CSE 110,Software Engineering,4,core,79,86,B+,3.3,completed,1
STU0125,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,85,79,A,4.0,completed,1
STU0125,5,CSE 120,Principles of Computer Operating Systems,4,systems,77,82,B+,3.3,completed,1
STU0125,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,82,74,A-,3.7,completed,1
STU0125,5,CSE 132A,Database System Principles,4,database,91,100,A+,4.0,completed,1
STU0125,5,DSC 80,The Practice and Application of Data Science,4,data,85,97,A,4.0,completed,1
STU0125,5,ECE 109,Engineering Probability and Statistics,4,math,92,80,A+,4.0,completed,1
STU0125,6,CSE 105,Theory of Computability,4,systems,89,94,A,4.0,current,1
STU0125,6,CSE 132B,Database Systems Applications,4,database,69,88,B-,2.7,current,1
STU0125,6,CSE 150B,Introduction to Artificial Intelligence: Search and Reasoning,4,ai,87,88,A,4.0,current,1
STU0125,6,CSE 151A,Introduction to Machine Learning,4,ai,76,81,B+,3.3,current,1
STU0125,6,MATH 181A,Introduction to Mathematical Statistics I,4,math,72,92,B,3.0,current,1
STU0126,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,85,83,A,4.0,completed,1
STU0126,1,CSE 5A,Introduction to Programming I,4,core,79,96,B+,3.3,completed,1
STU0126,1,MATH 18,Linear Algebra,4,math,79,78,B+,3.3,completed,1
STU0126,1,MATH 20A,Calculus for Science and Engineering,4,math,98,76,A+,4.0,completed,1
STU0126,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,98,80,A+,4.0,completed,1
STU0126,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,78,76,B+,3.3,completed,1
STU0126,2,CSE 20,Discrete Mathematics,4,math,73,88,B,3.0,completed,1
STU0126,2,CSE 21,Mathematics for Algorithms and Systems,4,core,96,97,A+,4.0,completed,1
STU0126,2,MATH 20B,Calculus for Science and Engineering,4,math,83,74,A-,3.7,completed,1
STU0126,3,CSE 100,Advanced Data Structures,4,core,90,77,A+,4.0,completed,1
STU0126,3,CSE 30,Computer Organization and Systems Programming,4,core,82,100,A-,3.7,completed,1
STU0126,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,82,100,A-,3.7,completed,1
STU0126,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,89,68,A,4.0,completed,1
STU0126,4,CSE 101,Design and Analysis of Algorithms,4,core,76,78,B+,3.3,completed,1
STU0126,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,82,85,A-,3.7,completed,1
STU0126,4,CSE 110,Software Engineering,4,core,98,78,A+,4.0,completed,1
STU0126,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,94,83,A+,4.0,completed,1
STU0126,5,CSE 123,Computer Networks,4,networks,84,89,A-,3.7,completed,1
STU0126,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,73,80,B,3.0,completed,1
STU0126,5,DSC 80,The Practice and Application of Data Science,4,data,90,75,A+,4.0,completed,1
STU0126,5,ECE 109,Engineering Probability and Statistics,4,math,86,68,A,4.0,completed,1
STU0126,5,MATH 183,Statistical Methods,4,math,82,94,A-,3.7,completed,1
STU0126,6,CSE 132B,Database Systems Applications,4,database,80,84,A-,3.7,current,1
STU0126,6,CSE 150A,Introduction to Artificial Intelligence: Probabilistic Reasoning and Decision-Making,4,ai,93,86,A+,4.0,current,1
STU0126,6,CSE 150B,Introduction to Artificial Intelligence: Search and Reasoning,4,ai,73,91,B,3.0,current,1
STU0126,6,CSE 151A,Introduction to Machine Learning,4,ai,86,98,A,4.0,current,1
STU0126,6,MATH 181A,Introduction to Mathematical Statistics I,4,math,89,74,A,4.0,current,1
STU0127,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,86,85,A,4.0,completed,1
STU0127,1,CSE 5A,Introduction to Programming I,4,core,82,92,A-,3.7,completed,1
STU0127,1,MATH 18,Linear Algebra,4,math,74,100,B,3.0,completed,1
STU0127,1,MATH 20A,Calculus for Science and Engineering,4,math,82,84,A-,3.7,completed,1
STU0127,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,81,83,A-,3.7,completed,1
STU0127,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,80,72,A-,3.7,completed,1
STU0127,2,CSE 20,Discrete Mathematics,4,math,79,78,B+,3.3,completed,1
STU0127,2,CSE 21,Mathematics for Algorithms and Systems,4,core,83,83,A-,3.7,completed,1
STU0127,2,MATH 20B,Calculus for Science and Engineering,4,math,94,76,A+,4.0,completed,1
STU0127,3,CSE 100,Advanced Data Structures,4,core,72,94,B,3.0,completed,1
STU0127,3,CSE 30,Computer Organization and Systems Programming,4,core,83,74,A-,3.7,completed,1
STU0127,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,89,95,A,4.0,completed,1
STU0127,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,97,78,A+,4.0,completed,1
STU0127,4,CSE 101,Design and Analysis of Algorithms,4,core,85,90,A,4.0,current,1
STU0127,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,73,90,B,3.0,current,1
STU0127,4,CSE 110,Software Engineering,4,core,88,78,A,4.0,current,1
STU0127,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,75,93,B+,3.3,current,1
STU0128,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,69,92,B-,2.7,completed,1
STU0128,1,CSE 5A,Introduction to Programming I,4,core,78,74,B+,3.3,completed,1
STU0128,1,MATH 18,Linear Algebra,4,math,74,76,B,3.0,completed,1
STU0128,1,MATH 20A,Calculus for Science and Engineering,4,math,58,78,C,2.0,completed,1
STU0128,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,87,97,A,4.0,completed,1
STU0128,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,70,83,B,3.0,completed,1
STU0128,2,CSE 20,Discrete Mathematics,4,math,70,76,B,3.0,completed,1
STU0128,2,CSE 21,Mathematics for Algorithms and Systems,4,core,79,67,B+,3.3,completed,1
STU0128,2,MATH 20B,Calculus for Science and Engineering,4,math,56,89,C,2.0,completed,1
STU0128,3,CSE 100,Advanced Data Structures,4,core,73,82,B,3.0,completed,1
STU0128,3,CSE 30,Computer Organization and Systems Programming,4,core,76,87,B+,3.3,completed,1
STU0128,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,66,71,B-,2.7,completed,1
STU0128,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,68,57,B-,2.7,completed,1
STU0128,4,CSE 101,Design and Analysis of Algorithms,4,core,74,89,B,3.0,completed,1
STU0128,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,54,83,C-,1.7,completed,1
STU0128,4,CSE 110,Software Engineering,4,core,87,63,A,4.0,completed,1
STU0128,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,64,71,C+,2.3,completed,1
STU0128,5,CSE 120,Principles of Computer Operating Systems,4,systems,64,77,C+,2.3,current,1
STU0128,5,CSE 123,Computer Networks,4,networks,61,86,C+,2.3,current,1
STU0128,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,65,76,B-,2.7,current,1
STU0128,5,CSE 132A,Database System Principles,4,database,65,67,B-,2.7,current,1
STU0128,5,DSC 80,The Practice and Application of Data Science,4,data,68,73,B-,2.7,current,1
STU0129,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,87,85,A,4.0,completed,1
STU0129,1,CSE 5A,Introduction to Programming I,4,core,67,72,B-,2.7,completed,1
STU0129,1,MATH 18,Linear Algebra,4,math,66,78,B-,2.7,completed,1
STU0129,1,MATH 20A,Calculus for Science and Engineering,4,math,93,74,A+,4.0,completed,1
STU0129,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,85,84,A,4.0,completed,1
STU0129,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,75,81,B+,3.3,completed,1
STU0129,2,CSE 20,Discrete Mathematics,4,math,87,82,A,4.0,completed,1
STU0129,2,CSE 21,Mathematics for Algorithms and Systems,4,core,74,99,B,3.0,completed,1
STU0129,2,MATH 20B,Calculus for Science and Engineering,4,math,73,72,B,3.0,completed,1
STU0129,3,CSE 100,Advanced Data Structures,4,core,86,89,A,4.0,completed,1
STU0129,3,CSE 30,Computer Organization and Systems Programming,4,core,75,77,B+,3.3,completed,1
STU0129,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,87,94,A,4.0,completed,1
STU0129,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,98,79,A+,4.0,completed,1
STU0129,4,CSE 101,Design and Analysis of Algorithms,4,core,57,89,C,2.0,completed,1
STU0129,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,67,74,B-,2.7,completed,1
STU0129,4,CSE 110,Software Engineering,4,core,77,83,B+,3.3,completed,1
STU0129,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,64,74,C+,2.3,completed,1
STU0129,5,CSE 120,Principles of Computer Operating Systems,4,systems,75,84,B+,3.3,completed,1
STU0129,5,CSE 123,Computer Networks,4,networks,72,69,B,3.0,completed,1
STU0129,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,62,92,C+,2.3,completed,1
STU0129,5,DSC 80,The Practice and Application of Data Science,4,data,95,79,A+,4.0,completed,1
STU0129,5,ECE 109,Engineering Probability and Statistics,4,math,72,66,B,3.0,completed,1
STU0129,6,CSE 105,Theory of Computability,4,systems,82,89,A-,3.7,completed,1
STU0129,6,CSE 150A,Introduction to Artificial Intelligence: Probabilistic Reasoning and Decision-Making,4,ai,90,71,A+,4.0,completed,1
STU0129,6,CSE 150B,Introduction to Artificial Intelligence: Search and Reasoning,4,ai,77,89,B+,3.3,completed,1
STU0129,6,CSE 151A,Introduction to Machine Learning,4,ai,85,86,A,4.0,completed,1
STU0129,6,MATH 181A,Introduction to Mathematical Statistics I,4,math,80,80,A-,3.7,completed,1
STU0129,7,CSE 124,Networked Services,4,networks,86,82,A,4.0,current,1
STU0129,7,CSE 127,Introduction to Computer Security,4,security,59,100,C,2.0,current,1
STU0129,7,CSE 131,Compiler Construction,4,systems,66,97,B-,2.7,current,1
STU0129,7,CSE 152,Introduction to Computer Vision,4,ai,71,98,B,3.0,current,1
STU0129,7,CSE 158,Recommender Systems and Web Mining,4,ai,68,90,B-,2.7,current,1
STU0130,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,88,89,A,4.0,completed,1
STU0130,1,CSE 5A,Introduction to Programming I,4,core,85,86,A,4.0,completed,1
STU0130,1,MATH 18,Linear Algebra,4,math,82,77,A-,3.7,completed,1
STU0130,1,MATH 20A,Calculus for Science and Engineering,4,math,72,87,B,3.0,completed,1
STU0130,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,81,84,A-,3.7,completed,1
STU0130,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,81,82,A-,3.7,completed,1
STU0130,2,CSE 20,Discrete Mathematics,4,math,76,80,B+,3.3,completed,1
STU0130,2,CSE 21,Mathematics for Algorithms and Systems,4,core,83,79,A-,3.7,completed,1
STU0130,2,MATH 20B,Calculus for Science and Engineering,4,math,98,72,A+,4.0,completed,1
STU0130,3,CSE 100,Advanced Data Structures,4,core,92,81,A+,4.0,completed,1
STU0130,3,CSE 30,Computer Organization and Systems Programming,4,core,84,96,A-,3.7,completed,1
STU0130,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,85,87,A,4.0,completed,1
STU0130,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,98,73,A+,4.0,completed,1
STU0130,4,CSE 101,Design and Analysis of Algorithms,4,core,82,78,A-,3.7,completed,1
STU0130,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,83,68,A-,3.7,completed,1
STU0130,4,CSE 110,Software Engineering,4,core,80,70,A-,3.7,completed,1
STU0130,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,85,70,A,4.0,completed,1
STU0130,5,CSE 123,Computer Networks,4,networks,87,94,A,4.0,completed,1
STU0130,5,CSE 132A,Database System Principles,4,database,68,92,B-,2.7,completed,1
STU0130,5,DSC 80,The Practice and Application of Data Science,4,data,74,98,B,3.0,completed,1
STU0130,5,ECE 109,Engineering Probability and Statistics,4,math,90,87,A+,4.0,completed,1
STU0130,5,MATH 183,Statistical Methods,4,math,77,77,B+,3.3,completed,1
STU0130,6,CSE 105,Theory of Computability,4,systems,84,66,A-,3.7,completed,1
STU0130,6,CSE 132B,Database Systems Applications,4,database,67,84,B-,2.7,completed,1
STU0130,6,CSE 150A,Introduction to Artificial Intelligence: Probabilistic Reasoning and Decision-Making,4,ai,68,87,B-,2.7,completed,1
STU0130,6,CSE 150B,Introduction to Artificial Intelligence: Search and Reasoning,4,ai,77,59,B+,3.3,completed,1
STU0130,6,CSE 151A,Introduction to Machine Learning,4,ai,92,86,A+,4.0,completed,1
STU0130,7,CSE 127,Introduction to Computer Security,4,security,72,96,B,3.0,current,1
STU0130,7,CSE 131,Compiler Construction,4,systems,92,81,A+,4.0,current,1
STU0130,7,CSE 151B,Deep Learning,4,ai,83,79,A-,3.7,current,1
STU0130,7,CSE 158,Recommender Systems and Web Mining,4,ai,75,86,B+,3.3,current,1
STU0130,7,MATH 188,Algebraic Combinatorics,4,math,76,96,B+,3.3,current,1
STU0131,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,83,100,A-,3.7,completed,1
STU0131,1,CSE 5A,Introduction to Programming I,4,core,98,78,A+,4.0,completed,1
STU0131,1,MATH 18,Linear Algebra,4,math,94,90,A+,4.0,completed,1
STU0131,1,MATH 20A,Calculus for Science and Engineering,4,math,73,84,B,3.0,completed,1
STU0131,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,72,96,B,3.0,completed,1
STU0131,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,71,83,B,3.0,completed,1
STU0131,2,CSE 20,Discrete Mathematics,4,math,78,96,B+,3.3,completed,1
STU0131,2,CSE 21,Mathematics for Algorithms and Systems,4,core,81,94,A-,3.7,completed,1
STU0131,2,MATH 20B,Calculus for Science and Engineering,4,math,87,89,A,4.0,completed,1
STU0131,3,CSE 100,Advanced Data Structures,4,core,76,85,B+,3.3,completed,1
STU0131,3,CSE 30,Computer Organization and Systems Programming,4,core,76,83,B+,3.3,completed,1
STU0131,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,82,73,A-,3.7,completed,1
STU0131,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,98,91,A+,4.0,completed,1
STU0131,4,CSE 101,Design and Analysis of Algorithms,4,core,80,74,A-,3.7,completed,1
STU0131,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,97,96,A+,4.0,completed,1
STU0131,4,CSE 110,Software Engineering,4,core,93,84,A+,4.0,completed,1
STU0131,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,66,91,B-,2.7,completed,1
STU0131,5,CSE 120,Principles of Computer Operating Systems,4,systems,88,80,A,4.0,completed,1
STU0131,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,66,87,B-,2.7,completed,1
STU0131,5,DSC 80,The Practice and Application of Data Science,4,data,74,97,B,3.0,completed,1
STU0131,5,ECE 109,Engineering Probability and Statistics,4,math,86,75,A,4.0,completed,1
STU0131,5,MATH 183,Statistical Methods,4,math,88,81,A,4.0,completed,1
STU0131,6,CSE 105,Theory of Computability,4,systems,91,89,A+,4.0,completed,1
STU0131,6,CSE 150A,Introduction to Artificial Intelligence: Probabilistic Reasoning and Decision-Making,4,ai,75,76,B+,3.3,completed,1
STU0131,6,CSE 150B,Introduction to Artificial Intelligence: Search and Reasoning,4,ai,71,89,B,3.0,completed,1
STU0131,6,CSE 151A,Introduction to Machine Learning,4,ai,87,91,A,4.0,completed,1
STU0131,6,MATH 181A,Introduction to Mathematical Statistics I,4,math,95,90,A+,4.0,completed,1
STU0131,7,CSE 124,Networked Services,4,networks,82,83,A-,3.7,current,1
STU0131,7,CSE 151B,Deep Learning,4,ai,83,78,A-,3.7,current,1
STU0131,7,CSE 152,Introduction to Computer Vision,4,ai,72,69,B,3.0,current,1
STU0131,7,CSE 158,Recommender Systems and Web Mining,4,ai,87,88,A,4.0,current,1
STU0131,7,MATH 188,Algebraic Combinatorics,4,math,76,99,B+,3.3,current,1
STU0132,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,71,75,B,3.0,completed,1
STU0132,1,CSE 5A,Introduction to Programming I,4,core,64,75,C+,2.3,completed,1
STU0132,1,MATH 18,Linear Algebra,4,math,74,86,B,3.0,completed,1
STU0132,1,MATH 20A,Calculus for Science and Engineering,4,math,68,79,B-,2.7,completed,1
STU0132,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,73,80,B,3.0,completed,1
STU0132,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,91,84,A+,4.0,completed,1
STU0132,2,CSE 20,Discrete Mathematics,4,math,64,97,C+,2.3,completed,1
STU0132,2,CSE 21,Mathematics for Algorithms and Systems,4,core,60,85,C+,2.3,completed,1
STU0132,2,MATH 20B,Calculus for Science and Engineering,4,math,80,80,A-,3.7,completed,1
STU0132,3,CSE 100,Advanced Data Structures,4,core,70,91,B,3.0,completed,1
STU0132,3,CSE 30,Computer Organization and Systems Programming,4,core,90,87,A+,4.0,completed,1
STU0132,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,76,87,B+,3.3,completed,1
STU0132,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,65,87,B-,2.7,completed,1
STU0132,4,CSE 101,Design and Analysis of Algorithms,4,core,63,72,C+,2.3,completed,1
STU0132,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,69,83,B-,2.7,completed,1
STU0132,4,CSE 110,Software Engineering,4,core,75,85,B+,3.3,completed,1
STU0132,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,59,86,C,2.0,completed,1
STU0132,5,CSE 123,Computer Networks,4,networks,65,72,B-,2.7,completed,1
STU0132,5,CSE 132A,Database System Principles,4,database,80,72,A-,3.7,completed,1
STU0132,5,DSC 80,The Practice and Application of Data Science,4,data,63,85,C+,2.3,completed,1
STU0132,5,ECE 109,Engineering Probability and Statistics,4,math,82,86,A-,3.7,completed,1
STU0132,5,MATH 183,Statistical Methods,4,math,75,80,B+,3.3,completed,1
STU0132,6,CSE 105,Theory of Computability,4,systems,71,84,B,3.0,current,1
STU0132,6,CSE 132B,Database Systems Applications,4,database,69,82,B-,2.7,current,1
STU0132,6,CSE 150B,Introduction to Artificial Intelligence: Search and Reasoning,4,ai,71,80,B,3.0,current,1
STU0132,6,CSE 151A,Introduction to Machine Learning,4,ai,77,84,B+,3.3,current,1
STU0132,6,MATH 181A,Introduction to Mathematical Statistics I,4,math,80,69,A-,3.7,current,1
STU0133,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,78,87,B+,3.3,completed,1
STU0133,1,CSE 5A,Introduction to Programming I,4,core,80,80,A-,3.7,completed,1
STU0133,1,MATH 18,Linear Algebra,4,math,83,79,A-,3.7,completed,1
STU0133,1,MATH 20A,Calculus for Science and Engineering,4,math,71,97,B,3.0,completed,1
STU0133,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,93,83,A+,4.0,completed,1
STU0133,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,83,90,A-,3.7,completed,1
STU0133,2,CSE 20,Discrete Mathematics,4,math,83,84,A-,3.7,completed,1
STU0133,2,CSE 21,Mathematics for Algorithms and Systems,4,core,75,87,B+,3.3,completed,1
STU0133,2,MATH 20B,Calculus for Science and Engineering,4,math,84,71,A-,3.7,completed,1
STU0133,3,CSE 100,Advanced Data Structures,4,core,87,89,A,4.0,completed,1
STU0133,3,CSE 30,Computer Organization and Systems Programming,4,core,71,82,B,3.0,completed,1
STU0133,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,84,97,A-,3.7,completed,1
STU0133,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,82,85,A-,3.7,completed,1
STU0133,4,CSE 101,Design and Analysis of Algorithms,4,core,87,95,A,4.0,completed,1
STU0133,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,85,100,A,4.0,completed,1
STU0133,4,CSE 110,Software Engineering,4,core,78,76,B+,3.3,completed,1
STU0133,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,78,91,B+,3.3,completed,1
STU0133,5,CSE 120,Principles of Computer Operating Systems,4,systems,71,79,B,3.0,completed,1
STU0133,5,CSE 123,Computer Networks,4,networks,85,83,A,4.0,completed,1
STU0133,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,82,90,A-,3.7,completed,1
STU0133,5,CSE 132A,Database System Principles,4,database,95,81,A+,4.0,completed,1
STU0133,5,ECE 109,Engineering Probability and Statistics,4,math,73,84,B,3.0,completed,1
STU0133,6,CSE 105,Theory of Computability,4,systems,74,73,B,3.0,current,1
STU0133,6,CSE 132B,Database Systems Applications,4,database,74,79,B,3.0,current,1
STU0133,6,CSE 150A,Introduction to Artificial Intelligence: Probabilistic Reasoning and Decision-Making,4,ai,81,90,A-,3.7,current,1
STU0133,6,CSE 151A,Introduction to Machine Learning,4,ai,68,91,B-,2.7,current,1
STU0133,6,MATH 181A,Introduction to Mathematical Statistics I,4,math,82,93,A-,3.7,current,1
STU0134,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,65,91,B-,2.7,completed,1
STU0134,1,CSE 5A,Introduction to Programming I,4,core,74,93,B,3.0,completed,1
STU0134,1,MATH 18,Linear Algebra,4,math,79,87,B+,3.3,completed,1
STU0134,1,MATH 20A,Calculus for Science and Engineering,4,math,76,90,B+,3.3,completed,1
STU0134,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,71,100,B,3.0,completed,1
STU0134,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,98,100,A+,4.0,completed,1
STU0134,2,CSE 20,Discrete Mathematics,4,math,67,99,B-,2.7,completed,1
STU0134,2,CSE 21,Mathematics for Algorithms and Systems,4,core,93,84,A+,4.0,completed,1
STU0134,2,MATH 20B,Calculus for Science and Engineering,4,math,92,84,A+,4.0,completed,1
STU0134,3,CSE 100,Advanced Data Structures,4,core,67,88,B-,2.7,completed,1
STU0134,3,CSE 30,Computer Organization and Systems Programming,4,core,65,93,B-,2.7,completed,1
STU0134,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,70,80,B,3.0,completed,1
STU0134,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,92,85,A+,4.0,completed,1
STU0134,4,CSE 101,Design and Analysis of Algorithms,4,core,84,82,A-,3.7,completed,1
STU0134,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,74,72,B,3.0,completed,1
STU0134,4,CSE 110,Software Engineering,4,core,89,74,A,4.0,completed,1
STU0134,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,75,63,B+,3.3,completed,1
STU0134,5,CSE 120,Principles of Computer Operating Systems,4,systems,78,80,B+,3.3,current,1
STU0134,5,CSE 123,Computer Networks,4,networks,77,87,B+,3.3,current,1
STU0134,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,81,81,A-,3.7,current,1
STU0134,5,CSE 132A,Database System Principles,4,database,83,97,A-,3.7,current,1
STU0134,5,DSC 80,The Practice and Application of Data Science,4,data,84,76,A-,3.7,current,1
STU0135,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,96,79,A+,4.0,completed,1
